Demojized,Captions,Latitude,Longitude,Retweet Count,Created (UTC),Full Text,Sentiment Score,Sentiment
"Just posted a photo @ Guwahati, Assam  ", One of the most luxurious projects  Mr. Sandeep s residence speaks of class. Designed with 4 bedrooms  this office cum residential space is a grand masterpiece of bespoke elegance. The building s fa ade is a blend of contemporary and the traditional  the open spaces  and the central courtyard compliments this refreshing design. Clean lines  and muted colors  long vertical lines balance out the verticality of this duplex. Introduction of greens adds more charm to the structure. . .. . . . . . . . . . .  guwahati  assam  assamese  jorhat  tezpur  dibrugarh  india  northeast  nalbari  nagaon  majuli  golaghat  lakhimpur  barpeta  dhemaji  kamrup  guwahaticity  axomiya  bongaigaon  awesomeassam  morigaon  northeastindia  instagram  tinsukia  sivsagar  goalpara  assamesegirl  guwahatiblogger  hajo  bhfyp,26.1217733,91.806216,0,2021-12-21 15:30:53,"Just posted a photo @ Guwahati, Assam    One of the most luxurious projects  Mr. Sandeep s residence speaks of class. Designed with 4 bedrooms  this office cum residential space is a grand masterpiece of bespoke elegance. The building s fa ade is a blend of contemporary and the traditional  the open spaces  and the central courtyard compliments this refreshing design. Clean lines  and muted colors  long vertical lines balance out the verticality of this duplex. Introduction of greens adds more charm to the structure. . .. . . . . . . . . . .  guwahati  assam  assamese  jorhat  tezpur  dibrugarh  india  northeast  nalbari  nagaon  majuli  golaghat  lakhimpur  barpeta  dhemaji  kamrup  guwahaticity  axomiya  bongaigaon  awesomeassam  morigaon  northeastindia  instagram  tinsukia  sivsagar  goalpara  assamesegirl  guwahatiblogger  hajo  bhfyp",0.248333333333333,Positive
"Growth is uncomfortable, especially if you’re wearing pants that are too small. ",,26.15953411,91.70268175,0,2021-12-21 16:15:55,"Growth is uncomfortable, especially if you’re wearing pants that are too small.  ",-0.25,Negative
"IN THE HUDDLE BY MYSELF
GUESS I WAS TEAM LESS
BUT I STAY TEN TOES UNDEFEATED @ Breezeblock  ", IN THE HUDDLE BY MYSELF GUESS I WAS TEAM LESS BUT I STAY TEN TOES UNDEFEATED,26.19403971,91.75419562,0,2021-12-21 19:02:19,"IN THE HUDDLE BY MYSELF
GUESS I WAS TEAM LESS
BUT I STAY TEN TOES UNDEFEATED @ Breezeblock    IN THE HUDDLE BY MYSELF GUESS I WAS TEAM LESS BUT I STAY TEN TOES UNDEFEATED",-0.083333333333333,Negative
Just posted a photo @ Assam  , Sunset view  . . . . . . . . . . . . . . . . . . . . . . . .  sunset  sunsetaesthetic             sunsetphotography  assamshotfirst  sunsetlovers  sun  sunset  sundown  assamnature  skyporn  skyshot  skyaesthetic  skyline  skyshot  hazel  skyglow  instapix,26.14,91.77,0,2021-12-22 12:51:19,Just posted a photo @ Assam    Sunset view  . . . . . . . . . . . . . . . . . . . . . . . .  sunset  sunsetaesthetic             sunsetphotography  assamshotfirst  sunsetlovers  sun  sunset  sundown  assamnature  skyporn  skyshot  skyaesthetic  skyline  skyshot  hazel  skyglow  instapix,0,Neutral
বৰাক ব্ৰক্ষ্মপুত্ৰ নদীৰ খহনীয়াত ভূমিহীন হোৱা সকলৰ হৈ এখোজ। @ Gauhati  ,                                                            ,26.150686,91.730339,0,2021-12-22 17:19:56,The Barak Brahmaputra River is one of the most landless areas in the world. @ Gauhati,0.5,Positive
"#happiness @ চানমাৰি, গুৱাহাটী  ",,26.1838362,91.7706447,0,2021-12-22 19:35:08,"#happiness @ Chanmari, Guwahati",0.7,Very Positive
"Hey everyone, @leo club of guwahati south is organising Open Mic event tomorrowfire fire . For bookings visit us or call us…  Hey everyone, @leo club of guwahati south is organising Open Mic event tomorrowfire fire . For bookings visit us or call us @7099114445/7099114446 . See you allred heart red heart  @chaipiyo cafe lounge @ Chai Piyo  ", Hey everyone   leo club of guwahati south is organising Open Mic event tomorrow  . For bookings visit us or call us  7099114445 7099114446 . See you all      chaipiyo cafe lounge,26.16079205,91.78104305,0,2021-12-22 09:14:35,"Hey everyone, @leo club of guwahati south is organising Open Mic event tomorrowfire fire . For bookings visit us or call us…  Hey everyone, @leo club of guwahati south is organising Open Mic event tomorrowfire fire . For bookings visit us or call us @7099114445/7099114446 . See you allred heart red heart  @chaipiyo cafe lounge @ Chai Piyo    Hey everyone   leo club of guwahati south is organising Open Mic event tomorrow  . For bookings visit us or call us  7099114445 7099114446 . See you all      chaipiyo cafe lounge",0,Neutral
Just posted a photo @ Chandubi jungle camp  , ,26.10452,91.5913099,0,2021-12-22 14:52:12,Just posted a photo @ Chandubi jungle camp    ,0,Neutral
Just posted a photo @ Chocoholic  , Chocolate Cake  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,26.15143874,91.74908984,0,2021-12-22 01:42:08,Just posted a photo @ Chocoholic    Chocolate Cake  chocoholic guwahati   CHOCOHOLIC  provides you exotic mouth watering homemade fresh   hygienic  chocolates and eggless cakes along with best dessert s in the town . We take advance orders for all occasions to serve you homebaked fresh yummy goodies.  We take orders for all the events    Marriage party dessert table   birthday parties   kitty parties etc .  Please call  70020 48976 for more information and pricing...  ORDER NOW    7002048976        CHOCOHOLIC GUWAHATI     guwahaticake  guwahaticity  guwahatiplus  guwahatiblogger  guwahatiblogger    guwahatidiaries  guwahatifoodie  guwahatihampers  guwahatitimes  guwahati diaries  guwahaticity    okguwahati  iitguwahati  guwahaticityfc  guwahatiassam  guwahatifoodie  assam  jaincake  jain  chocoholic   reels  reel  trend  trendingnow  chocoholicguwahati   viral   reelkarofeelkaro  trendigsong  viralsong  veganfood  vegcake  cake,0.52,Very Positive
#pictureoftheday @ Guwahati Assam India  ,  pictureoftheday,26.10452,91.5913099,0,2021-12-22 06:01:40,#pictureoftheday @ Guwahati Assam India     pictureoftheday,0,Neutral
"দেশপ্ৰেম, ত্যাগ আৰু সাহসৰ প্ৰতীক, শ্বহীদ কনকলতা বৰুৱাক তেখেতৰ জন্মবাৰ্ষিকীত সশ্ৰদ্ধ সোঁৱৰণ।

Remembering the symbol…  দেশপ্ৰেম, ত্যাগ আৰু সাহসৰ প্ৰতীক, শ্বহীদ কনকলতা বৰুৱাক তেখেতৰ জন্মবাৰ্ষিকীত সশ্ৰদ্ধ সোঁৱৰণ।

Remembering the symbol of patriotism, sacrifice and courage, Shaheed #KanakalataBaruah on her birth anniversary.  ",                                                                                              Remembering the symbol of patriotism  sacrifice and courage  Shaheed  KanakalataBaruah on her birth anniversary.,26.15941954,91.78177688,0,2021-12-22 08:42:37,"A symbol of patriotism, sacrifice and courage, the martyr Kankalata Baruak was honored on his birth anniversary.

Remembering the symbol: A symbol of patriotism, sacrifice and courage, Shaheed Kankalata Baruak pays homage on his birth anniversary.

Remembering the symbol of patriotism, sacrifice and courage, Shaheed #KanakalataBaruah on her birth anniversary. Remembering the symbol of patriotism sacrifice and courage Shaheed KanakalataBaruah on her birth anniversary.",0,Neutral
Just posted a photo @ Chandubi jungle camp  , ,26.10452,91.5913099,0,2021-12-22 14:46:46,Just posted a photo @ Chandubi jungle camp    ,0,Neutral
Just posted a photo @ Guwahati city of assam  , The temple design here is a fusion of 2 styles. Out of the many styles of temple architecture across the world. Who can guess the 2 different styles of temple architecture used here   . . . . .  templearchitecture  temple  kali  hindu  hindi  design  architecture  creative,26.10552686,91.58818346,0,2021-12-22 18:22:22,Just posted a photo @ Guwahati city of assam    The temple design here is a fusion of 2 styles. Out of the many styles of temple architecture across the world. Who can guess the 2 different styles of temple architecture used here   . . . . .  templearchitecture  temple  kali  hindu  hindi  design  architecture  creative,0.333333333333333,Positive
"#OfficeSpace #ForRent #Ullubari #Guwahati #Commercial #Property
 ",,26.17195833,91.75920556,0,2021-12-22 06:35:22,"#OfficeSpace #ForRent #Ullubari #Guwahati #Commercial #Property
  ",0,Neutral
#2016 to #2021 #journeyoflife @ Guwahati Assam India  ,  2016 to  2021  journeyoflife,26.10452,91.5913099,0,2021-12-22 04:38:57,#2016 to #2021 #journeyoflife @ Guwahati Assam India     2016 to  2021  journeyoflife,0,Neutral
"Live your life the way you want to and don’t care what others think; it’s your life, not theirs. @ City Centre, Guw…  Live your life the way you want to and don’t care what others think; it’s your life, not theirs. @ City Centre, Guwahati  ", I Live my life the way i want to and don t care what others think  it s my life  not theirs.,26.15484389,91.78189338,0,2021-12-22 11:40:48,"Live your life the way you want to and don’t care what others think; it’s your life, not theirs. @ City Centre, Guw…  Live your life the way you want to and don’t care what others think; it’s your life, not theirs. @ City Centre, Guwahati    I Live my life the way i want to and don t care what others think  it s my life  not theirs.",0.136363636363636,Positive
"Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour. 

#NichinoIndia…  Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour. 

#NichinoIndia #KisaanDiwas #KisaanDiwas2021 #RelocatingTrust #kiranshreemoversandpackers  ", Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour.   KisaanDiwas  KisaanDiwas2021  RelocatingTrust  kiranshreemoversandpackers,26.14411938,91.786156,0,2021-12-23 09:03:47,"Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour. 

#NichinoIndia…  Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour. 

#NichinoIndia #KisaanDiwas #KisaanDiwas2021 #RelocatingTrust #kiranshreemoversandpackers    Happy Kisan Divas to our hardworking farmers who bring prosperity to our tables with their labour.   KisaanDiwas  KisaanDiwas2021  RelocatingTrust  kiranshreemoversandpackers",0.8,Very Positive
"#OfficeSpace #ForRent #Ullubari #Guwahati #Commercial #Property
 ",,26.17233056,91.7589,0,2021-12-23 10:11:41,"#OfficeSpace #ForRent #Ullubari #Guwahati #Commercial #Property
  ",0,Neutral
Christmas Christmas tree  offer! #alishanghar #chrismas2021 #homefurnishingstore @ ALISHAN GHAR  , Christmas   offer   alishanghar  chrismas2021  homefurnishingstore,26.18404252,91.7669,0,2021-12-23 07:38:09,Christmas Christmas tree  offer! #alishanghar #chrismas2021 #homefurnishingstore @ ALISHAN GHAR    Christmas   offer   alishanghar  chrismas2021  homefurnishingstore,0,Neutral
Just posted a photo @ House no 39 Handloom Hues  , Twina is wearing a very unusual colour in brilliant orange. The warp is red and the weft is  orange with lovely Chinar leaves in  ri and interwoven with gold lattice on her wedding day. Ivy Rani Singh  is wearing a midnight blue with gheesa motifs. In an era driven by machinery...SLOW FASHION is what we believe in.... we bring you one step closer to a world of handmade weaves from the interiors of Assam.  wedding  bride  love  weddingdress  weddingphotography  weddingday  weddinginspiration  photography  makeup  weddingplanner  fashion  prewedding  bridal  bridetobe  weddingphotographer  weddings  groom  engagement  party  like  instagood  weddingideas  makeupartist  photooftheday  mua  beautiful  instagram  indianwedding  assamesewedding   bhfyp,26.17300278,91.78674073,0,2021-12-23 08:10:37,Just posted a photo @ House no 39 Handloom Hues    Twina is wearing a very unusual colour in brilliant orange. The warp is red and the weft is  orange with lovely Chinar leaves in  ri and interwoven with gold lattice on her wedding day. Ivy Rani Singh  is wearing a midnight blue with gheesa motifs. In an era driven by machinery...SLOW FASHION is what we believe in.... we bring you one step closer to a world of handmade weaves from the interiors of Assam.  wedding  bride  love  weddingdress  weddingphotography  weddingday  weddinginspiration  photography  makeup  weddingplanner  fashion  prewedding  bridal  bridetobe  weddingphotographer  weddings  groom  engagement  party  like  instagood  weddingideas  makeupartist  photooftheday  mua  beautiful  instagram  indianwedding  assamesewedding   bhfyp,0.43,Positive
#instagood #instapose #instadaily #instapic #instamood #likeforlikes #likeforfollow @ Lokhra Chariali  ,  instagood  instapose  instadaily  instapic  instamood  likeforlikes  likeforfollow,26.11172,91.74972,0,2021-12-23 11:10:35,#instagood #instapose #instadaily #instapic #instamood #likeforlikes #likeforfollow @ Lokhra Chariali     instagood  instapose  instadaily  instapic  instamood  likeforlikes  likeforfollow,0,Neutral
